,bite_convert_date ,SpeciesIDDesc,BreedIDDesc,GenderIDDesc,color,victim_zip
4351,2013-06-14,DOG,DOTSON,MALE,,
4352,2013-06-14,DOG,,MALE,BLACK,40223
4353,2013-06-13,DOG,,FEMALE,GREY,
4354,2013-06-11,DOG,BEAGLE,FEMALE,TRI,
4355,2013-06-15,CAT,,FEMALE,TRI COLOR,
4356,2013-06-15,DOG,,,,
4357,2013-06-12,CAT,,MALE,BLACK,40291
4358,2013-06-15,DOG,,MALE,BROWN,
4359,2013-06-13,DOG,RAT TERRIER,FEMALE,GRAY,40299
4360,2013-06-11,DOG,DOTSON,MALE,BROWN,40207
4361,2013-06-15,DOG,,MALE,,
4362,2013-06-15,DOG,,FEMALE,BROWN,60643
4363,2013-06-14,DOG,MIN PIN,MALE,BLACK,40220
4364,2013-06-13,DOG,BULL DOG,,,
4365,2013-06-13,DOG,PIT BULL,,,
4366,2013-06-12,CAT,,,,
4367,2013-06-13,DOG,LABRADOR RETRIV,MALE,BLK WHIT,40202
4368,2013-06-12,DOG,PIT BULL,FEMALE,GRY WHITE,40212
4369,2013-06-16,DOG,POMERANIAN,MALE,CREAM,40210
4370,2013-06-15,DOG,LABRADOR RETRIV,MALE,BROWN,40245
4371,2013-06-17,DOG,,,,40031
4372,2013-06-17,DOG,PIT BULL,,,
4373,2013-06-17,CAT,,,,
4374,2013-06-17,DOG,PIT BULL,FEMALE,,
4375,2013-06-17,DOG,,,,
4376,2013-06-15,DOG,,,,
4377,2013-06-17,CAT,,,,
4378,2013-06-17,DOG,,,,
4379,2013-06-19,DOG,,MALE,WHITE,40241
4380,2013-06-19,CAT,,MALE,GRAY WHT,
4381,2013-06-19,DOG,,,,
4382,2013-06-07,DOG,,FEMALE,BLK TAN,40215
4383,2013-06-08,DOG,AM BULLDOG,MALE,,
4384,2013-06-09,CAT,,MALE,GRY WHIT,
4385,2013-06-20,DOG,,,BROWN,
4386,2013-06-20,DOG,,MALE,WHITE,
4387,2013-06-20,DOG,,,,40014
4388,2013-06-20,DOG,,,YELLOW,
4389,2013-06-19,DOG,,FEMALE,GOLDEN,40245
4390,2013-06-19,DOG,,MALE,BLK GRY,40204
4391,2013-06-21,DOG,CHICHAUHUA,MALE,TAN,40206
4392,2013-06-21,DOG,LABRADOR RETRIV,MALE,BLACK,40272
4393,2013-06-24,DOG,,,,
4394,2013-06-19,CAT,,MALE,BLACK,
4395,2013-06-20,DOG,,MALE,,
4396,2013-06-20,DOG,,,WHITE,
4397,2013-06-22,CAT,,MALE,BLACK,40216
4398,2013-06-16,DOG,CHOW CHOW,,,
4399,2013-06-21,DOG,PIT BULL,,,
4400,2013-06-22,DOG,,FEMALE,TRI,40071
4401,2013-06-24,DOG,GOLD RETRIEVER,,,
4402,2013-06-24,DOG,ENGLISH BULLDOG,FEMALE,WHT BLK,
4403,2013-06-24,CAT,,FEMALE,MULTI,
4404,2013-06-24,DOG,,FEMALE,BROWN,
4405,2013-06-25,DOG,,MALE,,40245
4406,2013-06-21,DOG,LABRADOR RETRIV,MALE,BLACK,40216
4407,2013-06-23,DOG,PIT BULL,MALE,WHITE,40213
4408,2013-06-23,DOG,PIT BULL,FEMALE,BRN WHT,40213
4409,2013-06-18,CAT,,FEMALE,BLK WHITE,40217
4410,2013-06-19,DOG,SCHNAUZER,FEMALE,GRY AND CR,40218
4411,2013-06-19,CAT,,MALE,WHT BLCK,
4412,2013-06-20,CAT,,FEMALE,TORTIE,
4413,2013-06-26,CAT,,,BLACK,40291
4414,2013-06-26,DOG,HUSKY,MALE,,40213
4415,2013-06-28,DOG,PIT BULL,MALE,BRINDLE,40204
4416,2013-06-30,DOG,,FEMALE,CREAM,40218
4417,2013-06-28,DOG,SCHNAUZER,MALE,GRY WHT,
4418,2013-06-29,DOG,PEKINGESE,MALE,GOLD WHIT,
4419,2013-06-29,CAT,,,,
4420,2013-06-29,DOG,BASSET HOUND,FEMALE,RED,40059
4421,2013-06-30,DOG,,MALE,TAN/BLCK,
4422,2013-06-29,DOG,,,,47130
4423,2013-06-28,DOG,PIT BULL,MALE,GRY BROWN,40218
4424,2013-06-25,DOG,MIN PIN,MALE,BLK TAN,40215
4425,2013-06-28,DOG,,FEMALE,CREAM,33418
4426,2013-06-30,CAT,,FEMALE,GREY,
4427,2013-06-30,CAT,,MALE,WHT BROWN,
4428,2013-06-14,CAT,,,,
4429,2013-06-28,CAT,,FEMALE,BLK WHT,
4430,2013-06-30,DOG,PIT BULL,MALE,BRN WHT,
4431,2013-06-30,DOG,PIT BULL,MALE,BLUE WHITE,
4432,2013-06-28,DOG,,MALE,WHITE,
4433,2013-06-28,DOG,PIT BULL,FEMALE,BRINDLE,40215
4434,2013-06-28,RABBIT,,,,
4435,2013-07-02,DOG,,MALE,WHITE,
4436,2013-07-02,CAT,,,,
4437,2013-07-02,CAT,,FEMALE,,
4438,2013-06-30,CAT,,,,
4439,2013-06-30,CAT,,,,
4440,2013-07-03,CAT,,MALE,TAN,40213
4441,2013-07-03,DOG,PIT BULL,,,
4442,2013-07-03,DOG,,MALE,CREAM,40241
4443,2013-07-04,CAT,,MALE,BLK GRY,
4444,2013-07-04,DOG,,FEMALE,TAN WHITE,
4445,2013-07-04,CAT,,MALE,BUFF,
4446,2013-07-03,DOG,LABRADOR RETRIV,FEMALE,TAN,
4447,2013-07-02,DOG,,MALE,BLACK,47150
4448,2013-07-06,DOG,SCHNAUZER,FEMALE,BLK WHT,
4449,2013-07-06,DOG,,MALE,BROWN,40258
4450,2013-07-07,DOG,,MALE,TAN,
4451,2013-07-06,DOG,PUG,MALE,,40214
4452,2013-07-05,DOG,ROTTWEILER,MALE,BRN BLK,40219
4453,2013-07-05,DOG,,MALE,BLACK,40214
4454,2013-07-06,DOG,,,,40229
4455,2013-07-06,CAT,,MALE,,40207
4456,2013-07-06,DOG,,MALE,,40207
4457,2013-07-02,DOG,ROTTWEILER,MALE,BLK BRN,
4458,2013-07-02,DOG,PIT BULL,MALE,BRN WHT,40211
4459,2013-07-01,DOG,PIT BULL,,BRN WHITE,
4460,2013-07-02,DOG,PIT BULL,FEMALE,BLK WHT,40210
4461,2013-07-07,DOG,,MALE,BLACK,40299
4462,2013-07-09,DOG,,MALE,,40207
4463,2013-07-09,DOG,,MALE,BLACK,40216
4464,2013-07-09,DOG,,FEMALE,,
4465,2013-07-10,CAT,,MALE,RED ORANGE,
4466,2013-07-04,CAT,,,,
4467,2013-07-06,DOG,,FEMALE,,40291
4468,2013-07-10,DOG,WESTIE,MALE,WHITE,40220
4469,2013-07-10,DOG,PIT BULL,,,
4470,2013-07-11,CAT,,MALE,BLK WHT,
4471,2013-07-11,DOG,BULL DOG,,WHITE,
4472,2013-07-07,DOG,,FEMALE,WHITE,40272
4473,2013-07-10,DOG,BOSTON TERRIER,,,
4474,2013-07-11,DOG,LABRADOR RETRIV,MALE,BLACK,
4475,2013-07-12,DOG,ENGLISH BULLDOG,MALE,BRINDLE WH,
4476,2013-07-13,DOG,,FEMALE,BLK TAN,
4477,2013-07-14,DOG,,MALE,BLACK,40207
4478,2013-07-13,DOG,BORDER COLLIE,MALE,BLK WHITE,40299
4479,2013-07-08,DOG,BULLMASTIFF,MALE,BRN WHT,40203
4480,2013-07-10,DOG,,MALE,FAWN WHT,47161
4481,2013-07-10,DOG,SHIH TZU,MALE,BLACK,40214
4482,2013-07-07,DOG,PIT BULL,MALE,BRN WHT,40213
4483,2013-07-08,DOG,BOXER,MALE,BRINDLE WH,40211
4484,2013-07-11,CAT,,FEMALE,GRY TABBY,
4485,2013-07-09,DOG,PIT BULL,MALE,WHT BLACK,40208
4486,2013-07-08,CAT,,FEMALE,TORTE,
4487,2013-07-12,DOG,RAT TERRIER,MALE,BLK WHT,40210
4488,2013-07-15,DOG,,MALE,,
4489,2013-07-16,DOG,,MALE,,
4491,2013-07-16,DOG,PIT BULL,FEMALE,GRAY,
4492,2013-07-16,DOG,,,,40219
4493,2013-07-14,DOG,,FEMALE,BRINDLE,40205
4494,2013-07-11,DOG,,MALE,BLK WHT,40219
4495,2013-07-15,DOG,,MALE,BRN WHT,
4496,2013-07-12,DOG,PIT BULL,UNKNOWN,GRY BRN,
4497,2013-07-17,DOG,,MALE,BLK WHT,40228
4498,2013-07-17,CAT,,MALE,WHITE,
4499,2013-07-18,DOG,GREYHOUND,,TAN,40059
4500,2013-07-18,DOG,,,BRINDLE,
4501,2013-07-18,DOG,,MALE,BLACK,
4502,2013-07-20,DOG,,,,40299
4503,2013-07-23,DOG,,FEMALE,TAN BLK,40219
4504,2013-07-19,CAT,,,GRAY,
4505,2013-07-19,DOG,COCKER SPAINEL,MALE,,
4506,2013-07-19,DOG,,MALE,WHITE,
4507,2013-07-19,CAT,,,,
4508,2013-07-20,DOG,GOLD RETRIEVER,,,
4509,2013-07-19,DOG,PIT BULL,FEMALE,,40241
4510,2013-07-21,DOG,DACHSHUND,MALE,BLACK,40229
4511,2013-07-19,DOG,LABRADOR RETRIV,FEMALE,BLCK,
4512,2013-07-20,CAT,,MALE,BLACK,
4513,2013-07-21,CAT,,FEMALE,BRN TABBY,40291
4514,2013-07-17,DOG,,,BLACK,40214
4515,2013-07-18,DOG,PIT BULL,FEMALE,BRINDLE,40214
4516,2013-07-21,CAT,,,,
4517,2013-07-23,DOG,,,,
4518,2013-07-23,DOG,,,YELLOW/WHT,
4519,2013-07-23,DOG,PIT BULL,,BRN BLK,40216
4520,2013-07-20,DOG,FOX TERRIER,MALE,WHITE,40071
4521,2013-07-23,DOG,,FEMALE,,
4522,2013-07-24,DOG,BULL DOG,,,
4523,2013-07-24,DOG,GERM SHEPHERD,MALE,WHITE,
4524,2013-07-25,DOG,,MALE,TAN WHITE,22989
4525,2013-07-28,DOG,PIT BULL,MALE,,
4526,2013-07-26,DOG,,MALE,TRI,
4527,2013-07-26,DOG,GREAT DANE,MALE,TAN,40204
4528,2013-07-25,CAT,,,,
4529,2013-07-26,DOG,,,BLACK,
4530,2013-07-22,CAT,,MALE,TABBY,
4531,2013-07-29,DOG,SHIH TZU,MALE,WHIT GREY,
4532,2013-07-28,DOG,,MALE,BLK GREY,40207
4533,2013-07-29,DOG,PIT BULL,MALE,BRN WHT,40229
4534,2013-07-23,DOG,PIT BULL,FEMALE,BLK WHT,40214
4535,2013-07-23,DOG,PIT BULL,MALE,BRN WHT,40228
4536,2013-07-22,DOG,,MALE,WHT TAN,40272
4537,2013-07-29,DOG,DOTSON,FEMALE,BLK BRN,40299
4538,2013-08-03,DOG,HUSKY,FEMALE,BLK WHT,
4539,2013-08-03,DOG,,,,
4540,2013-08-02,DOG,,,,
4541,2013-08-02,DOG,PIT BULL,,,40210
4542,2013-08-03,DOG,GOLD RETRIEVER,MALE,ORANGE,40220
4543,2013-08-04,CAT,,MALE,GRAY,
4544,2013-08-02,CAT,,FEMALE,GREY,
4545,2013-08-04,DOG,LABRADOR RETRIV,MALE,BLK,
4546,2013-08-05,DOG,,,BROWN,
4547,2013-08-04,DOG,PIT BULL,,,
4548,2013-08-04,DOG,PIT BULL,,,
4549,2013-08-07,DOG,GERM SHEPHERD,MALE,BLK BROWN,40229
4550,2013-08-06,DOG,,,,
4551,2013-08-06,DOG,SCHNAUZER,,,
4552,2013-07-31,DOG,GERM SHEPHERD,MALE,,40065
4553,2013-08-01,DOG,AAUST. TERR.,MALE,BRN WHITE,40219
4554,2013-08-01,DOG,,MALE,TRICOLOR,40229
4555,2013-08-04,DOG,ROTTWEILER,MALE,BLK TAN,40212
4556,2013-08-06,DOG,BOXER,MALE,BRN WHTIE,40245
4557,2013-08-03,DOG,,MALE,WHITE,
4558,2013-08-08,DOG,,,,
4559,2013-08-07,CAT,,FEMALE,TORTOISE,
4560,2013-08-09,DOG,,,,40211
4561,2013-08-09,DOG,,MALE,BLACK,11215
4562,2013-08-11,CAT,,MALE,MULIT,
4563,2013-08-10,DOG,SIBERAN HUSKY,FEMALE,BLK WHT,
4564,2013-08-11,CAT,,MALE,ORANGE,
4565,2013-08-09,DOG,,MALE,BROWN,40204
4566,2013-08-10,DOG,BASSET HOUND,,BRN WHT BL,40272
4567,2013-08-12,DOG,ROTTWEILER,MALE,,40211
4568,2013-08-12,DOG,,,BLACK,40220
4569,2013-08-12,CAT,,,,40241
4570,2013-08-08,DOG,,MALE,BRN BLK,
4571,2013-08-13,DOG,,MALE,BLACK,40299
4572,2013-08-12,CAT,,,BLK WHT,
4573,2013-08-06,DOG,BASSET HOUND,MALE,TRICOLOR,40216
4574,2013-07-28,DOG,,MALE,BLACK WHT,40229
4575,2013-08-03,DOG,DACHSHUND,MALE,RED,40211
4576,2013-08-13,DOG,,,GRAY,
4577,2013-08-14,CAT,,MALE,,
4578,2013-08-13,CAT,,,ORANGE,
4579,2013-08-14,DOG,,MALE,WHT BLK,40272
4580,2013-08-13,DOG,,,,40023
4581,2013-08-14,DOG,SHIH TZU,MALE,TAN WHT,40031
4582,2013-08-15,DOG,,FEMALE,BRN GREY,
4583,2013-08-18,DOG,,MALE,BROWN,40222
4584,2013-08-18,DOG,AM BULLDOG,MALE,GREY WHITE,40217
4585,2013-08-13,DOG,,MALE,BLK WHT,
4586,2013-08-14,DOG,,MALE,BRN WHT,40291
4587,2013-08-17,DOG,,,,40165
4588,2013-08-16,DOG,PIT BULL,MALE,BLK WHT,40212
4589,2013-08-16,DOG,MALTASE,MALE,WHT BLCK,40258
4590,2013-08-19,CAT,,,WHITE BLK,40299
4591,2013-08-20,DOG,,MALE,GOLDEN,40026
4592,2013-08-09,DOG,COCKER SPAINEL,MALE,BROWN,19341
4593,2013-08-20,DOG,,MALE,BROWN,40272
4594,2013-08-20,DOG,,,,
4595,2013-08-20,DOG,,MALE,BRN/WHT,40205
4596,2013-08-21,CAT,,MALE,BLK,
4597,2013-08-20,CAT,,FEMALE,CALICO,
4598,2013-08-19,DOG,BOXER,MALE,BRN WHT,40228
4599,2013-08-22,CAT,,FEMALE,WHT GRY TA,
4600,2013-08-22,CAT,,FEMALE,GRAY/BROWN,40243
4601,2013-08-21,DOG,SHEEP DOG,FEMALE,WHT BLK,40299
4602,2013-08-19,DOG,,MALE,BRN BLK,
4603,2013-08-18,DOG,,,FAWN WHITE,
4604,2013-08-17,DOG,CHICHAUHUA,MALE,BROWN,40212
4605,2013-08-25,DOG,ENGLISH SHEPARD,MALE,GRY WHT,
4606,2013-08-23,DOG,GREAT DANE,UNKNOWN,LIGHT BROW,40205
4607,2013-08-25,DOG,PIT BULL,,,40202
4608,2013-08-25,DOG,AKITA,,,40211
4610,2013-08-25,DOG,LABRADOR RETRIV,MALE,BLK,40206
4612,2013-08-25,DOG,PIT BULL,FEMALE,WHT BRN,40210
4613,2013-08-25,DOG,PIT BULL,MALE,BRN WHT,
4614,2013-08-20,DOG,BOXER,MALE,BRN WHT,40228
4615,2013-08-15,DOG,PIT BULL,,TAN WHITE,
4616,2013-08-11,DOG,,MALE,WHT BLACK,40211
4617,2013-08-21,DOG,PIT BULL,FEMALE,BUFF,40211
4618,2013-08-21,CAT,,FEMALE,BLACK,
4619,2013-08-20,DOG,,MALE,BLK TAN,
4620,2013-08-19,DOG,GERM SHEPHERD,FEMALE,BLK TAN,
4621,2013-08-24,DOG,PIT BULL,FEMALE,BROWN,40210
4622,2013-08-25,CAT,,,BLACK,42539
4623,2013-08-27,DOG,ROTTWEILER,UNKNOWN,,
4627,2013-08-13,CAT,,,,
4628,2013-08-26,DOG,PIT BULL,,,
4629,2013-08-28,DOG,,FEMALE,TAN WHITE,
4630,2013-08-27,DOG,PIT BULL,MALE,WHT BRN,40203
4631,2013-08-29,DOG,PIT BULL,,BRINDLE,40211
4632,2013-08-29,DOG,,,,40219
4633,2013-08-29,DOG,,,,
4634,2013-08-29,DOG,PIT BULL,MALE,BRN WHITE,40109
4635,2013-08-28,DOG,PIT BULL,FEMALE,BRN WHITE,40210
4636,2013-08-29,DOG,SHIH TZU,FEMALE,BLK WHIT,40019
4637,2013-08-29,DOG,,MALE,BRINDLE,
4638,2013-08-25,CAT,,,,
4639,2013-08-29,CAT,,,,
4640,2013-09-01,DOG,,UNKNOWN,BRN BLK,
4641,2013-09-02,DOG,PIT BULL,FEMALE,ISABELL,
4648,2013-08-31,DOG,,FEMALE,BRN-WHT,40241
4649,2013-08-31,DOG,OTHER,MALE,BLK WHT,40220
4652,2013-08-31,DOG,,,,40208
4653,2013-09-02,,,,,
4654,2013-09-01,DOG,SHIH TZU,UNKNOWN,,40299
4656,2013-09-03,CAT,,,,40242
4657,2013-09-03,DOG,,,,
4658,2013-09-03,BAT,,,,40212
4659,2013-08-27,DOG,,,,40211
4660,2013-08-24,DOG,,,,40202
4661,2013-08-31,DOG,PIT BULL,MALE,BLK,40272
4663,2013-08-24,DOG,,MALE,BRN WHITE,40213
4665,2013-08-31,BAT,,,,40213
4668,2013-08-31,DOG,PIT BULL,MALE,WHT-BRWN,40210
4669,2013-09-05,CAT,,FEMALE,,40205
4671,2013-09-04,DOG,GERM SHEPHERD,MALE,BLACK/TAN,40218
4672,2013-09-04,DOG,,FEMALE,BLACK,40245
4673,2013-09-04,DOG,PIT BULL,,WHITE/GRAY,40245
4674,2013-09-04,DOG,LABRADOR RETRIV,FEMALE,TRICOLOR,40291
4675,2013-09-02,DOG,PIT BULL,FEMALE,WHITE/TAN,40203
4676,2013-09-08,DOG,,MALE,,40291
4678,2013-09-03,CAT,,MALE,GRAY,40229
4679,2013-09-05,DOG,SHIH TZU,MALE,BRINDLE,40242
4681,2013-09-07,CAT,,,GRAY/WHT,40258
4682,2013-09-07,DOG,BULL DOG,,,40245
4684,2013-09-06,BAT,,,,40241
4685,2013-09-09,DOG,,MALE,BROWN,40203
4686,2013-09-09,DOG,PIT BULL,,BROWN,
4687,2013-09-09,DOG,AKITA,MALE,WHT BLK,40216
4688,2013-08-10,CAT,,FEMALE,BRN BLCK,40203
4689,2013-09-08,DOG,,,BLACK,
4690,2013-09-09,CAT,,FEMALE,GRAY,
4691,2013-09-02,CAT,,MALE,GRAY WHT,
4692,2013-09-07,DOG,,FEMALE,BRN GOLDEN,40241
4693,2013-09-05,DOG,PIT BULL,MALE,BRINDLE,40210
4694,2013-09-11,DOG,,,,
4695,2013-09-07,CAT,,,BLACK,
4696,2013-09-09,DOG,POMERANIAN,MALE,BLACK,
4697,2013-09-10,DOG,,FEMALE,WHITE,40299
4698,2013-09-10,DOG,,MALE,WHITE,40299
4699,2013-09-12,CAT,,,BLACK,
4700,2013-09-12,,,,,
4701,2013-09-11,DOG,HUSKY,FEMALE,,
4702,2013-09-12,DOG,ENGLISH BULLDOG,FEMALE,FAWN,40243
4703,2013-09-13,DOG,PIT BULL,MALE,REDDISH,40220
4705,2013-09-15,DOG,,MALE,BLK,
4706,2013-09-14,DOG,,,,
4707,2013-09-12,DOG,,MALE,BLK TAN,40291
4708,2013-09-11,DOG,ALASK. MALAMUTE,FEMALE,GRY WHITE,
4709,2013-09-14,DOG,PIT BULL,FEMALE,BLUE WHITE,
4710,2013-09-21,DOG,,MALE,GOLD,40206
4711,2013-09-12,CAT,,MALE,BLK GRAY,40222
4712,2013-09-12,DOG,,,BROWN,40218
4713,2013-09-16,DOG,BOXER,MALE,BRINDLE WH,
4714,2013-09-16,DOG,WESTIE,MALE,WHITE,
4715,2013-09-15,DOG,,,,40204
4716,2013-09-17,DOG,LABRADOR RETRIV,MALE,BLACK,40203
4717,2013-09-17,CAT,,,BLK WHT,
4718,2013-09-14,DOG,,MALE,TRI,40204
4719,2013-09-14,DOG,SCHNAUZER,MALE,,40220
4720,2013-09-17,DOG,PIT BULL,MALE,BRN WHT,
4721,2013-09-18,DOG,,,,
4722,2013-09-19,DOG,,,TAN,40207
4723,2013-09-19,DOG,POODLE,MALE,BROWN,40242
4724,2013-09-17,DOG,,,,40210
4725,2013-09-19,DOG,ROTTWEILER,,BLACK,
4726,2013-09-20,CAT,,,GREY,
4727,2013-09-20,DOG,,,TAN,
4728,2013-09-21,DOG,,,,
4729,2013-09-22,DOG,LABRADOR RETRIV,,,
4730,2013-09-22,DOG,,,GRY WHT,40229
4731,2013-09-20,DOG,,,,
4732,2013-09-19,DOG,SCHNAUZER,FEMALE,BLK WHT,40291
4733,2013-09-23,DOG,PIT BULL,,BLK BRN,
4734,2013-09-22,DOG,SCHNAUZER,FEMALE,GREY WHITE,40229
4735,2013-09-19,DOG,ROTTWEILER,,BLK TAN,
4736,2013-09-22,DOG,,FEMALE,BLK,40220
4737,2013-09-17,DOG,,MALE,,40272
4738,2013-09-21,DOG,GERM SHEPHERD,MALE,BLK TAN,40216
4739,2013-09-22,DOG,,MALE,YELLOW,40241
4740,2013-09-20,DOG,ROTTWEILER,MALE,BLACK,40228
4741,2013-09-24,DOG,BOXER,FEMALE,,
4742,2013-09-25,DOG,MIN PIN,MALE,BLACK TAN,
4743,2013-09-21,DOG,PIT BULL,FEMALE,BLUE,40212
4744,2013-09-23,DOG,PIT BULL,FEMALE,BRINDLE,40212
4745,2013-09-24,DOG,,,,
4746,2013-09-27,DOG,,,,
4747,2013-09-26,CAT,,MALE,BLACK,
4748,2013-09-28,CAT,,,GRAY,
4749,2013-09-28,DOG,SHIH TZU,FEMALE,WHITE TAN,40258
4750,2013-09-28,DOG,,MALE,BLACK,40218
4751,2013-09-28,DOG,HUSKY,FEMALE,BROWN,
4752,2013-09-29,DOG,BOSTON TERRIER,,,
4753,2013-09-29,CAT,,MALE,GREY,
4754,2013-09-26,DOG,YORKSHIRE TERRIER,MALE,BRN BLK,40214
4755,2013-09-23,DOG,,FEMALE,BLK TAN,40222
4756,2013-09-29,DOG,MIN PIN,,,40272
4757,2013-09-25,DOG,LHASA APSO,MALE,GOLDEN,40023
4758,2013-10-01,DOG,,MALE,WHITE,
4759,2013-09-21,DOG,,FEMALE,BLK WHT,40215
4760,2013-10-01,DOG,,MALE,BLK WHT,40214
4761,2013-10-01,DOG,,MALE,BRINDLE,40216
4762,2013-10-01,DOG,SCHNAUZER,MALE,WHEAT,
4763,2013-09-17,DOG,GERM SHEPHERD,MALE,BLACK,40208
4764,2013-10-03,,,,,
4765,2013-09-30,CAT,,MALE,GRY WHT,
4766,2013-10-06,DOG,BEAGLE,MALE,TAN,40242
4767,2013-10-04,DOG,DACHSHUND,MALE,RED,40299
4768,2013-10-05,CAT,,MALE,MULTI,40204
4769,2013-10-04,DOG,BOXER,FEMALE,BRINDLE,40245
4770,2013-10-04,CAT,,FEMALE,GREY,40241
4771,2013-10-01,CAT,,FEMALE,ORANGE,40241
4772,2013-10-06,DOG,SHIH TZU,MALE,BLONDE,40208
4773,2013-10-07,DOG,PIT BULL,,,
4774,2013-10-04,DOG,DACHSHUND,MALE,RED,
4775,2013-10-10,CAT,,,,
4776,2013-10-07,DOG,CHICHAUHUA,MALE,BROWN,47129
4777,2013-10-06,DOG,PIT BULL,MALE,BRINDLE,
4778,2013-10-02,DOG,,FEMALE,BRN WHITE,
4779,2013-09-28,DOG,BOXER,FEMALE,TAN WHITE,
4780,2013-10-10,DOG,BOXER,MALE,BRINDLE,42001
4781,2013-10-08,DOG,,MALE,BLK WHT,40210
4782,2013-10-08,DOG,,MALE,BLK BRN,40272
4783,2013-10-06,DOG,LABRADOR RETRIV,FEMALE,BLACK,
4784,2013-10-08,DOG,PIT BULL,,,
4785,2013-10-12,DOG,ENG. MASTIFF,MALE,TAN,
4786,2013-10-10,DOG,PIT BULL,MALE,WHITE,40216
4787,2013-10-11,DOG,,,WHITE,40299
4788,2013-10-10,DOG,BOXER,MALE,BLACK,
4789,2013-10-14,DOG,MASTIF,MALE,BRN BLK,40071
4790,2013-10-14,DOG,,MALE,TAN,40223
4791,2013-10-14,CAT,,,,40206
4792,2013-10-14,DOG,,MALE,RED WHITE,40299
4793,2013-10-12,DOG,PUG,MALE,BROWN,40228
4794,2013-10-14,CAT,,,GREY,
4795,2013-10-14,DOG,CHICHAUHUA,MALE,BLK BRN,
4796,2013-10-15,DOG,CHICHAUHUA,MALE,TAN WHITE,40215
4797,2013-10-14,DOG,,FEMALE,BLK TAN,40216
4798,2013-10-12,DOG,,FEMALE,TRICOLOR,
4799,2013-10-11,CAT,,,BRN TIGER,
4800,2013-10-14,DOG,CHICHAUHUA,MALE,WHT BRN,
4801,2013-10-15,DOG,,MALE,BLK TAN,
4802,2013-10-19,DOG,GREAT DANE,MALE,BLUE,
4803,2013-10-19,CAT,,MALE,MULTI,
4804,2013-10-20,DOG,,MALE,WHITE,
4805,2013-10-22,DOG,,FEMALE,YELLO,40218
4806,2013-10-21,DOG,WESTIE,MALE,WHITE,
4807,2013-10-23,DOG,LABRADOR RETRIV,MALE,CHOCOLATE,
4808,2013-10-23,DOG,AAUST. TERR.,FEMALE,,40205
4809,2013-10-24,DOG,PIT BULL,FEMALE,RED BRN,40216
4810,2013-10-24,DOG,GREAT PYRENEESE,FEMALE,WHITE,
4811,2013-10-26,DOG,,MALE,BLK BRINDL,40223
4812,2013-10-25,CAT,,FEMALE,GREY,
4813,2013-10-27,DOG,,MALE,BLK WHT,
4814,2013-10-15,DOG,GERM SHEPHERD,MALE,BLK BRWN,
4815,2013-10-18,DOG,LABRADOR RETRIV,FEMALE,BLACK,40218
4816,2013-10-25,CAT,,FEMALE,ORG TABBY,
4817,2013-10-24,DOG,LABRADOR RETRIV,FEMALE,TAN,47454
4818,2013-10-21,DOG,,FEMALE,BLK WHITE,40228
4819,2013-10-21,DOG,SHAR-PEI,FEMALE,BROWN,40291
4820,2013-10-21,CAT,,FEMALE,TORTIE,
4821,2013-10-28,DOG,WESTIE,MALE,WHITE,
4822,2013-10-26,CAT,,MALE,BLK WHT,
4823,2013-10-25,DOG,PIT BULL,FEMALE,BRINDLE BL,40258
4824,2013-10-25,DOG,BOXER,MALE,RED WHITE,40258
4825,2013-10-25,DOG,,FEMALE,WHITE,40202
4826,2013-10-29,DOG,,MALE,WHITE LIVE,
4827,2013-10-29,DOG,,MALE,GOLDEN,40229
4828,2013-10-29,CAT,,MALE,,
4829,2013-10-31,DOG,,MALE,WHT BLK,
4830,2013-10-31,DOG,SHIH TZU,FEMALE,WHITE,40216
4831,2013-10-30,DOG,PIT BULL,MALE,BLK WHT,40258
4832,2013-10-28,DOG,,FEMALE,BLK WHT,40229
4833,2013-11-02,DOG,LABRADOR RETRIV,MALE,BLK WHT,40219
4834,2013-11-02,DOG,,MALE,BLAC/WHITE,40223
4835,2013-11-03,DOG,,UNKNOWN,,
4836,2013-11-01,DOG,PIT BULL,MALE,WHT BRINDL,40215
4837,2013-11-02,DOG,,MALE,BRN GRAY,48306
4838,2013-11-03,DOG,SCHNAUZER,MALE,SILVER,
4839,2013-11-01,DOG,,MALE,WHITE,
4840,2013-11-03,DOG,PIT BULL,FEMALE,BLK WHT,40203
4841,2013-11-04,CAT,,,,40291
4842,2013-11-04,DOG,PIT BULL,,,40071
4843,2013-11-03,DOG,BLACK LAB,,BLACK,40204
4845,2013-11-05,DOG,PIT BULL,,GREY,
4846,2013-11-04,DOG,,MALE,TAN,
4848,2013-11-06,DOG,SHIH TZU,MALE,BLACK,40206
4849,2013-11-10,DOG,,,,40211
4850,2013-11-10,CAT,,MALE,BLK WHT,
4851,2013-11-10,DOG,,,,
4852,2013-11-05,DOG,LABRADOR RETRIV,,BLACK,
4853,2013-11-07,DOG,,MALE,TRI,
4854,2013-11-08,DOG,,,,40217
4855,2013-11-09,DOG,,,GREY,40242
4856,2013-11-06,DOG,,,,
4857,2013-11-02,DOG,PIT BULL,MALE,FAWN WHTE,40215
4858,2013-11-08,DOG,,FEMALE,BLACK,
4859,2013-11-11,DOG,,FEMALE,RED WHITE,40245
4860,2013-11-11,DOG,,MALE,BLACK,40228
4861,2013-11-09,CAT,,MALE,BLK WHT,
